"","doi","topics","test_id","test_name","N","test_p_value","factor","effectsize_id","effectsize_measure","effectsize_value","CI_upper","CI_lower","CI_type","year","testnames_unified","is_rm","of_interest","effectsize_measure_unified","specifiers","to_manipulate","N_found","test_p_value_found","effectsize_measure_found","effectsize_value_found","CI_upper_found","CI_lower_found","CI_type_found","is_valid","converted_r_es","manual_is_found_es","N_found_manual","N_num"
"71","10.1145/3290605.3300897","virtual reality;human-centered computing",2,"friedman rank sum test","52","< 0.001","Quality of Interaction (QoI)",1,"r",0.41,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"friedman's anova","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.41,NA,NA,52
"72","10.1145/3290605.3300897","virtual reality;human-centered computing",2,"friedman rank sum test","52","< 0.001","Quality of Interaction (QoI)",1,"r",0.54,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"friedman's anova","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.54,NA,NA,52
"73","10.1145/3290605.3300897","virtual reality;human-centered computing",3,"wilcoxon rank sum test","52","< 0.001","",1,"Partial Eta Squared (ηp²)",0.74,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"mann-whitney test","not_RM","yes","eta_squared","partial",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.860232526704263,NA,NA,52
"74","10.1145/3290605.3300897","virtual reality;human-centered computing",4,"friedman rank sum test","52","< 0.001","Social Meaning (SM)",1,"r",0.37,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"friedman's anova","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.37,NA,NA,52
"75","10.1145/3290605.3300897","virtual reality;human-centered computing",4,"friedman rank sum test","52","< 0.001","Social Meaning (SM)",1,"r",0.43,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"friedman's anova","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.43,NA,NA,52
"76","10.1145/3290605.3300897","virtual reality;human-centered computing",6,"paired t-test","52","< 0.05","",1,"Cohen's d",0.58,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.353726051812207,NA,NA,52
"77","10.1145/3290605.3300897","virtual reality;human-centered computing",7,"spearman's correlation","52","UNKNOWN","",1,"Spearman's ρ",0.77,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"spearman correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.800367717871265,NA,NA,52
"78","10.1145/3290605.3300897","virtual reality;human-centered computing",8,"spearman's correlation","52","UNKNOWN","",1,"Spearman's ρ",0.62,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"spearman correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.650676990968063,NA,NA,52
"79","10.1145/3290605.3300897","virtual reality;human-centered computing",9,"spearman's correlation","52","UNKNOWN","",1,"Spearman's ρ",0.43,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"spearman correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.455430236662341,NA,NA,52
"80","10.1145/3290605.3300897","virtual reality;human-centered computing",10,"spearman's correlation","52","UNKNOWN","",1,"Spearman's ρ",0.38,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"spearman correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.403220974373417,NA,NA,52
"81","10.1145/3290605.3300897","virtual reality;human-centered computing",11,"spearman's correlation","52","UNKNOWN","",1,"Spearman's ρ",0.5,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"spearman correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.527990852009142,NA,NA,52
"82","10.1145/3290605.3300897","virtual reality;human-centered computing",12,"spearman's correlation","52","UNKNOWN","",1,"Spearman's ρ",0.55,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"spearman correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.579391303196002,NA,NA,52
"83","10.1145/3290605.3300771","empirical studies in visualization;visualization;human-centered computing",1,"generalized linear mixed model (glmm) for speed task","67","UNKNOWN","Direction Saliency",1,"Odds Ratio (OR)",4.7,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"regression (different)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.538267797433997,NA,NA,67
"84","10.1145/3290605.3300771","empirical studies in visualization;visualization;human-centered computing",2,"generalized linear mixed model (glmm) for direction task","67","UNKNOWN","Position Saliency",1,"Odds Ratio (OR)",3.2,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"regression (different)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.412975092982041,NA,NA,67
"85","10.1145/3290605.3300279","empirical studies in hci;human-centered computing;social and professional topics",1,"least squares linear regression","UNKNOWN","0.001","",1,"R^2",0.7286,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"linear regression","not_RM","yes","r_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.853580693314932,NA,NA,NA
"86","10.1145/3290605.3300405","human computer interaction (hci);human-centered computing;empirical studies in hci;interactive learning environments;applied computing",4,"paired t-test","11","0.03","",1,"Cohen's D",0.57,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.348089194140177,NA,NA,11
"87","10.1145/3290605.3300405","human computer interaction (hci);human-centered computing;empirical studies in hci;interactive learning environments;applied computing",5,"paired t-test","11","0.001","",1,"Cohen's D",1.19,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.649392614598994,NA,NA,11
"88","10.1145/3290605.3300405","human computer interaction (hci);human-centered computing;empirical studies in hci;interactive learning environments;applied computing",6,"paired t-test","11","0.007","",1,"Cohen's D",0.48,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.296383649643662,NA,NA,11
"89","10.1145/3290605.3300405","human computer interaction (hci);human-centered computing;empirical studies in hci;interactive learning environments;applied computing",7,"paired t-test","11","< 0.001","",1,"Cohen's D",0.99,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.563403945266677,NA,NA,11
"90","10.1145/3290605.3300405","human computer interaction (hci);human-centered computing;empirical studies in hci;interactive learning environments;applied computing",8,"paired t-test","11","0.002","",1,"Cohen's D",1.1,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.612036812210638,NA,NA,11
"91","10.1145/3290605.3300405","human computer interaction (hci);human-centered computing;empirical studies in hci;interactive learning environments;applied computing",9,"paired t-test","11","0.03","",1,"Cohen's D",0.69,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.414193158844389,NA,NA,11
"92","10.1145/3290605.3300405","human computer interaction (hci);human-centered computing;empirical studies in hci;interactive learning environments;applied computing",26,"paired t-test","11","0.001","",1,"Cohen's D",1.19,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.649392614598994,NA,NA,11
"93","10.1145/3290605.3300405","human computer interaction (hci);human-centered computing;empirical studies in hci;interactive learning environments;applied computing",29,"paired t-test","11","0.007","",1,"Cohen's D",0.48,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.296383649643662,NA,NA,11
"94","10.1145/3290605.3300409","interactive systems and tools;human-centered computing",5,"spearman's correlation","16","< .001","level of difficulty and preference",1,"r_s",0.51,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"spearman correlation","not_RM","maybe","spearmans_rho","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.538301021929361,NA,NA,16
"95","10.1145/3290605.3300676","mixed / augmented reality;human-centered computing",1,"repeated measures two-way anova","24","< 0.001","view",1,"η²",0.06,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.244948974278318,NA,NA,24
"96","10.1145/3290605.3300676","mixed / augmented reality;human-centered computing",1,"repeated measures two-way anova","24","< 0.001","interaction effect",1,"η²",0.04,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2,NA,NA,24
"97","10.1145/3290605.3300676","mixed / augmented reality;human-centered computing",2,"repeated measures two-way anova","24","< 0.001","view",1,"η²",0.11,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.33166247903554,NA,NA,24
"98","10.1145/3290605.3300676","mixed / augmented reality;human-centered computing",2,"repeated measures two-way anova","24","< 0.001","interaction effect",1,"η²",0.05,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.223606797749979,NA,NA,24
"99","10.1145/3290605.3300676","mixed / augmented reality;human-centered computing",3,"repeated measures two-way anova","24","< 0.001","view (relative error)",1,"η²",0.05,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.223606797749979,NA,NA,24
"100","10.1145/3290605.3300676","mixed / augmented reality;human-centered computing",3,"repeated measures two-way anova","24","0.07","interaction effect (relative error)",1,"η²",0.03,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.173205080756888,NA,NA,24
"101","10.1145/3290605.3300676","mixed / augmented reality;human-centered computing",3,"repeated measures two-way anova","24","< 0.05","view (absolute error)",1,"η²",0.02,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.14142135623731,NA,NA,24
"102","10.1145/3290605.3300676","mixed / augmented reality;human-centered computing",3,"repeated measures two-way anova","24","< 0.05","interaction effect (absolute error)",1,"η²",0.05,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.223606797749979,NA,NA,24
"103","10.1145/3290605.3300748","usability in security and privacy;security and privacy;intrusion/anomaly detection and malware mitigation;empirical studies in hci;human-centered computing",1,"mixed-effect logistic regression","701","< .001","Link-focused warnings",1,"Odds Ratio (OR)",0.002,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"mixed logistic regression","RM","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.33500363738879,NA,NA,701
"104","10.1145/3290605.3300748","usability in security and privacy;security and privacy;intrusion/anomaly detection and malware mitigation;empirical studies in hci;human-centered computing",1,"mixed-effect logistic regression","701","< .01","Banner warning",1,"Odds Ratio (OR)",0.04,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"mixed logistic regression","RM","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.973333333333333,NA,NA,701
"105","10.1145/3290605.3300748","usability in security and privacy;security and privacy;intrusion/anomaly detection and malware mitigation;empirical studies in hci;human-centered computing",1,"mixed-effect logistic regression","701","< .001","Browser warning",1,"Odds Ratio (OR)",7.3e-05,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"mixed logistic regression","RM","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.43526286325269,"TRUE",NA,701
"106","10.1145/3290605.3300748","usability in security and privacy;security and privacy;intrusion/anomaly detection and malware mitigation;empirical studies in hci;human-centered computing",2,"logistic regression","701","< .001","Banner warnings",1,"Odds Ratio (OR)",3.26,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"logistic regression","not_RM","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.419204750045047,NA,NA,701
"107","10.1145/3290605.3300748","usability in security and privacy;security and privacy;intrusion/anomaly detection and malware mitigation;empirical studies in hci;human-centered computing",2,"logistic regression","701","< .001","Browser warning",1,"Odds Ratio (OR)",0.45,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"logistic regression","not_RM","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.28764445765488,NA,NA,701
"108","10.1145/3290605.3300748","usability in security and privacy;security and privacy;intrusion/anomaly detection and malware mitigation;empirical studies in hci;human-centered computing",3,"logistic regression","701","< .001","Forced attention",1,"Odds Ratio (OR)",0.33,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"logistic regression","not_RM","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.394608518225217,NA,NA,701
"109","10.1145/3290605.3300748","usability in security and privacy;security and privacy;intrusion/anomaly detection and malware mitigation;empirical studies in hci;human-centered computing",5,"regression models","701","< .001","Hover over benign links",1,"Odds Ratio (OR)",1.14,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0478082171918366,NA,NA,701
"110","10.1145/3290605.3300489","empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing",1,"paired-samples t-test","16742","0.001","",1,"r",0.22,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.22,NA,NA,16742
"111","10.1145/3290605.3300489","empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing",2,"paired-samples t-test","1346","0.796","",1,"r",0.007,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.007,NA,NA,1346
"112","10.1145/3290605.3300489","empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing",3,"paired-samples t-test","560","0.885","",1,"r",0.005,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.005,NA,NA,560
"113","10.1145/3290605.3300489","empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing",4,"paired-samples t-test","16742","0.001","",1,"r",0.5,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.5,NA,NA,16742
"114","10.1145/3290605.3300489","empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing",5,"paired-samples t-test","1346","0.001","",1,"r",0.13,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.13,NA,NA,1346
"115","10.1145/3290605.3300489","empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing",6,"paired-samples t-test","560","0.588","",1,"r",0.002,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"dependant t-test","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.002,NA,NA,560
"116","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",1,"repeated measures anova","40","0.74","Flow",1,"η2",0.008,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0894427190999916,NA,NA,40
"117","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",2,"repeated measures anova","40","0.13","Game Flow",1,"η2",0.05,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.223606797749979,NA,NA,40
"118","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",3,"repeated measures anova","40","0.06","Worry",1,"η2",0.07,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.264575131106459,NA,NA,40
"119","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",4,"repeated measures anova","40","0.003","Immersion",1,"η2",0.17,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.412310562561766,NA,NA,40
"120","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",5,"repeated measures anova","40","0.33","Enjoyment",1,"η2",0.03,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.173205080756888,NA,NA,40
"121","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",6,"repeated measures anova","40","0.2","Motivation",1,"η2",0.04,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2,NA,NA,40
"122","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",7,"repeated measures anova","40","0.007","Optimal Challenge",1,"η2",0.12,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.346410161513775,NA,NA,40
"123","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",8,"repeated measures anova","40","0.83","Feeling Overwhelmed",1,"η2",0.005,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0707106781186548,NA,NA,40
"124","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",9,"repeated measures anova","40","0.01","Insufficient Challenge",1,"η2",0.1,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.316227766016838,NA,NA,40
"125","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",10,"repeated measures anova","40","0.08","Aware of Music",1,"η2",0.06,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.244948974278318,NA,NA,40
"126","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",11,"repeated measures anova","40","0.03","Remember Music",1,"η2",0.09,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3,NA,NA,40
"127","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",12,"repeated measures anova","40","0.003","Importance Music",1,"η2",0.15,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.387298334620742,NA,NA,40
"128","10.1145/3290605.3300318","empirical studies in hci;human-centered computing;computer games;applied computing",13,"repeated measures anova","40","<0.001","Motivation Music",1,"η2",0.17,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.412310562561766,NA,NA,40
